      367.619      13.9308
      367.738      12.4559
      367.857      12.6063
      367.976      11.5523
      368.094      12.8791
      368.213      12.0618
      368.332      13.7284
      368.451      14.5890
      368.570      13.4483
      368.689      12.8317
      368.808      13.7626
      368.927      12.3787
      369.046      12.0601
      369.165      11.3468
      369.284      12.9223
      369.403      14.0392
      369.522      12.9313
      369.641      11.9677
      369.760      12.7432
      369.879      11.7713
      369.998      12.4120
      370.117      11.1365
      370.236      13.0120
      370.355      14.0900
      370.474      13.5665
      370.593      12.5338
      370.712      12.7886
      370.831      12.2750
      370.950      12.5834
      371.068      12.8558
      371.187      13.7171
      371.306      13.7927
      371.425      11.8081
      371.544      11.4117
      371.663      12.3704
      371.782      11.3861
      371.901      12.2818
      372.020      11.7077
      372.139      12.5404
      372.258      13.3012
      372.377      12.7186
      372.496      11.3156
      372.615      11.4694
      372.734      11.0893
      372.853      12.0176
      372.972      11.6107
      373.091      12.4415
      373.210      13.2995
      373.329      12.5273
      373.448      11.8172
      373.567      11.6059
      373.686      11.9117
      373.805      11.8876
      373.924      11.6138
      374.042      12.4907
      374.161      12.8416
      374.280      12.3357
      374.399      12.0885
      374.518      12.2698
      374.637      11.8796
      374.756      11.9180
      374.875      11.1611
      374.994      11.9681
      375.113      12.5608
      375.232      11.4727
      375.351      10.0711
      375.470      10.8964
      375.589      10.5141
      375.708      11.5726
      375.827      11.2261
      375.946      11.7407
      376.065      13.2349
      376.184      11.2878
      376.303      11.6351
      376.422      12.0995
      376.541      11.7741
      376.660      12.7334
      376.779      12.1742
      376.898      13.1527
      377.016      13.4843
      377.135      12.3391
      377.254      12.3552
      377.373      12.6327
      377.492      12.3783
      377.611      12.9992
      377.730      11.8686
      377.849      12.1013
      377.968      11.7918
      378.087      11.7623
      378.206      12.1131
      378.325      11.9751
      378.444      10.7765
      378.563      11.3268
      378.682      9.92690
      378.801      11.4579
      378.920      11.8915
      379.039      11.9256
      379.158      11.8961
      379.277      13.1314
      379.396      12.2194
      379.515      12.6447
      379.634      11.8489
      379.753      12.7851
      379.872      13.8499
      379.990      11.6569
      380.109      11.1513
      380.228      11.9245
      380.347      11.7294
      380.466      12.9061
      380.585      11.5765
      380.704      11.7289
      380.823      12.7608
      380.942      11.2092
      381.061      11.5450
      381.180      11.7985
      381.299      10.6020
      381.418      10.0104
      381.537      9.83174
      381.656      11.1238
      381.775      11.2582
      381.894      10.8314
      382.013      11.1776
      382.132      11.3399
      382.251      11.2719
      382.370      11.6096
      382.489      10.7944
      382.608      11.5291
      382.727      12.1907
      382.846      11.0050
      382.964      10.9432
      383.083      11.1545
      383.202      10.3771
      383.321      10.3759
      383.440      10.3285
      383.559      11.8792
      383.678      11.8225
      383.797      11.9504
      383.916      11.5612
      384.035      12.2432
      384.154      11.8910
      384.273      11.9450
      384.392      11.2329
      384.511      11.9238
      384.630      13.2698
      384.749      12.2994
      384.868      11.7814
      384.987      11.7801
      385.106      11.5297
      385.225      11.5929
      385.344      11.3334
      385.463      11.7378
      385.582      12.8244
      385.701      11.6983
      385.820      11.4942
      385.938      10.9031
      386.057      10.1277
      386.176      10.2924
      386.295      10.4110
      386.414      11.1100
      386.533      12.1015
      386.652      10.9013
      386.771      10.5486
      386.890      10.4352
      387.009      10.0014
      387.128      10.5384
      387.247      10.1513
      387.366      11.3621
      387.485      11.8135
      387.604      10.3428
      387.723      10.5307
      387.842      10.7907
      387.961      11.1046
      388.080      10.8650
      388.199      10.7255
      388.318      11.8881
      388.437      12.6868
      388.556      12.1037
      388.675      11.5400
      388.794      12.0934
      388.912      11.3513
      389.031      11.5714
      389.150      10.7420
      389.269      11.4907
      389.388      12.2109
      389.507      11.7768
      389.626      11.4686
      389.745      11.5266
      389.864      11.5044
      389.983      12.3301
      390.102      12.4049
      390.221      13.2488
      390.340      13.5855
      390.459      12.9350
      390.578      13.0075
      390.697      13.1672
      390.816      12.9768
      390.935      13.3361
      391.054      13.5198
      391.173      13.6766
      391.292      13.2794
      391.411      12.7806
      391.530      12.6197
      391.649      12.8030
      391.768      11.9324
      391.886      12.7398
      392.005      11.6863
      392.124      12.1504
      392.243      11.3324
      392.362      10.3830
      392.481      10.4589
      392.600      11.4600
      392.719      11.5413
      392.838      12.4010
      392.957      12.3794
      393.076      12.9495
      393.195      13.8744
      393.314      12.4479
      393.433      11.1523
      393.552      12.0287
      393.671      10.7601
      393.790      12.1687
      393.909      11.3981
      394.028      12.2335
      394.147      11.9701
      394.266      11.5313
      394.385      11.3046
      394.504      11.8480
      394.623      10.4013
      394.742      10.3639
      394.860      9.77236
      394.979      11.2130
      395.098      12.2032
      395.217      10.3735
      395.336      9.28283
