      367.619    0.0840971
      367.738    0.0751937
      367.857    0.0761016
      367.976    0.0697387
      368.094    0.0777482
      368.213    0.0728147
      368.332    0.0828752
      368.451    0.0880708
      368.570    0.0811843
      368.689    0.0774624
      368.808    0.0830818
      368.927    0.0747275
      369.046    0.0728043
      369.165    0.0684981
      369.284    0.0780089
      369.403    0.0847513
      369.522    0.0780634
      369.641    0.0722461
      369.760    0.0769278
      369.879    0.0710607
      369.998    0.0749286
      370.117    0.0672289
      370.236    0.0785508
      370.355    0.0850584
      370.474    0.0818980
      370.593    0.0756635
      370.712    0.0772021
      370.831    0.0741015
      370.950    0.0759631
      371.068    0.0776077
      371.187    0.0828071
      371.306    0.0832634
      371.425    0.0712827
      371.544    0.0688902
      371.663    0.0746772
      371.782    0.0687355
      371.901    0.0741422
      372.020    0.0706771
      372.139    0.0757034
      372.258    0.0802966
      372.377    0.0767792
      372.496    0.0683097
      372.615    0.0692382
      372.734    0.0669435
      372.853    0.0725473
      372.972    0.0700911
      373.091    0.0751068
      373.210    0.0802861
      373.329    0.0756247
      373.448    0.0713378
      373.567    0.0700624
      373.686    0.0719081
      373.805    0.0717628
      373.924    0.0701097
      374.042    0.0754038
      374.161    0.0775218
      374.280    0.0744678
      374.399    0.0729755
      374.518    0.0740702
      374.637    0.0717144
      374.756    0.0719463
      374.875    0.0673772
      374.994    0.0722485
      375.113    0.0758268
      375.232    0.0692582
      375.351    0.0607968
      375.470    0.0657791
      375.589    0.0634712
      375.708    0.0698611
      375.827    0.0677692
      375.946    0.0708762
      376.065    0.0798959
      376.184    0.0681422
      376.303    0.0702388
      376.422    0.0730422
      376.541    0.0710778
      376.660    0.0768685
      376.779    0.0734927
      376.898    0.0794000
      377.016    0.0814015
      377.135    0.0744884
      377.254    0.0745854
      377.373    0.0762610
      377.492    0.0747251
      377.611    0.0784735
      377.730    0.0716481
      377.849    0.0730530
      377.968    0.0711842
      378.087    0.0710066
      378.206    0.0731241
      378.325    0.0722911
      378.444    0.0650556
      378.563    0.0683777
      378.682    0.0599265
      378.801    0.0691689
      378.920    0.0717862
      379.039    0.0719921
      379.158    0.0718140
      379.277    0.0792716
      379.396    0.0737657
      379.515    0.0763331
      379.634    0.0715295
      379.753    0.0771806
      379.872    0.0836086
      379.990    0.0703702
      380.109    0.0673182
      380.228    0.0719857
      380.347    0.0708078
      380.466    0.0779114
      380.585    0.0698850
      380.704    0.0708047
      380.823    0.0770342
      380.942    0.0676672
      381.061    0.0696943
      381.180    0.0712250
      381.299    0.0640020
      381.418    0.0604308
      381.537    0.0593521
      381.656    0.0671518
      381.775    0.0679633
      381.894    0.0653867
      382.013    0.0674765
      382.132    0.0684562
      382.251    0.0680459
      382.370    0.0700846
      382.489    0.0651634
      382.608    0.0695987
      382.727    0.0735926
      382.846    0.0664345
      382.964    0.0660619
      383.083    0.0673375
      383.202    0.0626441
      383.321    0.0626370
      383.440    0.0623511
      383.559    0.0717123
      383.678    0.0713696
      383.797    0.0721421
      383.916    0.0697926
      384.035    0.0739093
      384.154    0.0717831
      384.273    0.0721094
      384.392    0.0678108
      384.511    0.0719816
      384.630    0.0801067
      384.749    0.0742490
      384.868    0.0711217
      384.987    0.0711137
      385.106    0.0696022
      385.225    0.0699840
      385.344    0.0684174
      385.463    0.0708588
      385.582    0.0774182
      385.701    0.0706201
      385.820    0.0693880
      385.938    0.0658193
      386.057    0.0611388
      386.176    0.0621332
      386.295    0.0628492
      386.414    0.0670686
      386.533    0.0730540
      386.652    0.0658087
      386.771    0.0636796
      386.890    0.0629947
      387.009    0.0603764
      387.128    0.0636180
      387.247    0.0612809
